ioc_12_2,ebird2021,comment
ardea purpurea,purher1,
ardea sumatrana,grbher2,
ardenna bulleri,bulshe,
ardenna carneipes,flfshe,
ardenna creatopus,pifshe,
ardenna gravis,greshe,
ardenna grisea,sooshe,
ardenna pacifica,wetshe,
ardenna tenuirostris,shtshe,
ardeola bacchus,chpher1,
ardeola grayii,inpher1,
ardeola idae,mapher1,
ardeola ralloides,squher1,
ardeola rufiventris,rubher2,
ardeola speciosa,japher1,
ardeotis arabs,arabus1,
ardeotis australis,ausbus1,
ardeotis kori,korbus1,
ardeotis nigriceps,indbus1,
arenaria interpres,rudtur,
arenaria melanocephala,blktur,
argusianus argus,grearg1,
argya affinis,yebbab1,
argya altirostris,irabab1,
argya aylmeri,scacha1,
argya caudata,combab3,
argya cinereifrons,ashlau1,
argya earlei,strbab1,
argya fulva,fulcha1,
argya gularis,whtbab1,
argya huttoni,combab1,
argya longirostris,slbbab1,
argya malcolmi,lagbab2,
argya rubiginosa,rufcha2,
argya rufescens,orbbab1,
argya squamiceps,arabab1,
argya striata,junbab2,
argya subrufa,rufbab3,
arizelocichla chlorigula,easmog3,
arizelocichla fusciceps,easmog4,
arizelocichla kakamegae,shegre1,
arizelocichla kikuyuensis,easmog1,
arizelocichla masukuensis,shegre1,
arizelocichla milanjensis,stcgre1,
arizelocichla montana,camgre2,
arizelocichla neumanni,easmog6,
arizelocichla nigriceps,easmog1,
arizelocichla olivaceiceps,stcgre1,
arizelocichla striifacies,stcgre1,
arizelocichla tephrolaema,wesmog1,
arremon abeillei,blcspa2,
arremon assimilis,sthbrf8,
arremon atricapillus,sthbrf1,
arremon aurantiirostris,orbspa1,
arremon basilicus,sthbrf4,
arremon brunneinucha,ccbfin,
arremon castaneiceps,olifin1,
arremon costaricensis,sthbrf3,
arremon crassirostris,soffin1,
arremon dorbignii,sabspa4,
arremon flavirostris,sabspa1,
arremon franciscanus,safspa1,
arremon perijanus,sthbrf5,
arremon phaeopleurus,sthbrf6,
arremon phygas,sthbrf7,
arremon schlegeli,gowspa1,
arremon semitorquatus,hacspa1,
arremon taciturnus,pecspa1,
arremon torquatus,sthbrf2,
arremon virenticeps,gsbfin1,
arremonops chloronotus,grbspa1,
arremonops conirostris,blsspa1,
arremonops rufivirgatus,olispa,
arremonops tocuyensis,tocspa1,
arses insularis,rucmon1,
arses kaupi,piemon1,
arses lorealis,frnmon1,
arses telescopthalmus,frimon1,
artamella viridis,whhvan1,
artamus cinereus,blfwoo1,
artamus cyanopterus,duswoo1,
artamus fuscus,ashwoo2,
artamus insignis,biswoo1,
artamus leucorynchus,whbwoo4,
artamus maximus,grewoo1,
artamus mentalis,fijwoo1,
artamus minor,litwoo4,
artamus monachus,whbwoo8,
artamus personatus,maswoo1,
artamus superciliosus,whbwoo5,
artemisiospiza belli,belspa2,
artemisiospiza nevadensis,sagspa1,
artisornis metopias,afrtai2,
artisornis moreaui,lobtai1,
arundinax aedon,thbwar1,
arundinicola leucocephala,whmtyr1,
asarcornis scutulata,whwduc1,
asemospiza fuliginosa,soogra2,
asemospiza obscura,ducgra2,
ashbyia lovensis,descha1,
asio abyssinicus,aleowl1,
asio capensis,marowl2,
asio clamator,strowl1,
asio flammeus,sheowl,
asio grammicus,jamowl1,
asio madagascariensis,mleowl1,
asio otus,loeowl,
asio solomonensis,feaowl1,
asio stygius,styowl1,
aspatha gularis,bltmot1,
asthenes anthoides,auscan1,
asthenes arequipae,crbcan1,
asthenes ayacuchensis,vilthi3,
asthenes baeri,shbcan1,
asthenes berlepschi,bercan1,
asthenes coryi,ocbthi1,
asthenes dorbignyi,crbcan1,
asthenes flammulata,mascan1,
asthenes fuliginosa,whcthi1,
asthenes griseomurina,mocthi1,
asthenes harterti,bltthi1,
asthenes helleri,punthi1,
asthenes heterura,maqcan1,
asthenes huancavelicae,crbcan1,
asthenes hudsoni,hudcan1,
asthenes humilis,sttcan1,
asthenes luizae,cipcan1,
asthenes maculicauda,sctcan1,
asthenes modesta,corcan1,
asthenes moreirae,itaspi1,
asthenes ottonis,rufcan1,
asthenes palpebralis,eyrthi1,
asthenes perijana,perthi1,
asthenes pudibunda,cancan1,
asthenes pyrrholeuca,shbcan2,
asthenes sclateri,puncan1,
asthenes urubambensis,lifcan1,
asthenes vilcabambae,vilthi2,
asthenes virgata,juncan1,
asthenes wyatti,stbcan1,
astrapia mayeri,ritast1,
astrapia nigra,arfast1,
astrapia rothschildi,huoast1,
astrapia splendidissima,splast1,
astrapia stephaniae,prsast1,
atalotriccus pilaris,peptyr1,
atelornis crossleyi,rhgrol1,
atelornis pittoides,plgrol1,
athene blewitti,forowl1,
athene brama,spoowl1,
athene cunicularia,burowl,
athene granti,solhao1,
athene jacquinoti,solhao1,
athene malaitae,solhao1,
athene noctua,litowl1,
athene roseoaxillaris,solhao1,
athene superciliaris,whbowl1,
atimastillas flavicollis,yetgre1,
atlapetes albiceps,whbfin1,
atlapetes albinucha,wnbfin1,
atlapetes albofrenatus,mobfin1,
atlapetes blancae,antbrf1,
atlapetes canigenis,cuzbrf1,
atlapetes citrinellus,ysbfin1,
atlapetes crassus,trbfin1,
atlapetes flaviceps,yehbrf1,
atlapetes forbesi,apubrf1,
atlapetes fulviceps,fhbfin1,
atlapetes fuscoolivaceus,dhbfin1,
atlapetes latinuchus,yebbrf1,
atlapetes leucopis,wrbfin1,
atlapetes leucopterus,wwbfin1,
atlapetes luteoviridis,yegfin1,
atlapetes melanocephalus,smbfin1,
atlapetes melanolaemus,bkfbrf1,
atlapetes melanopsis,bksbrf1,
atlapetes meridae,mobfin1,
atlapetes nationi,rbbfin1,
atlapetes nigrifrons,yebbrf1,
atlapetes pallidiceps,phbfin1,
atlapetes pallidinucha,pnbfin1,
atlapetes personatus,tebfin1,
atlapetes pileatus,rcbfin1,
atlapetes rufigenis,rebfin1,
atlapetes rufinucha,rnbfin1,
atlapetes schistaceus,slbfin2,
atlapetes seebohmi,bcbfin1,
atlapetes semirufus,obbfin1,
atlapetes terborghi,vilbrf1,
atlapetes tibialis,yetfin1,
atlapetes tricolor,trbfin1,
atrichornis clamosus,nosbir1,
atrichornis rufescens,rusbir1,
attagis gayi,rubsee2,
attagis malouinus,whbsee2,
atticora fasciata,whbswa2,
atticora pileata,blcswa1,
atticora tibialis,whtswa1,
attila bolivianus,ducatt1,
attila cinnamomeus,cinatt1,
attila citriniventris,cibatt1,
attila phoenicurus,rutatt1,
attila rufus,gyhatt1,
attila spadiceus,brratt1,
attila torridus,ochatt1,
augastes lumachella,hoovis2,
augastes scutatus,hyavis1,
aulacorhynchus albivitta,souemt1,
aulacorhynchus atrogularis,souemt1,
aulacorhynchus caeruleogularis,noremt1,
aulacorhynchus coeruleicinctis,blbtou1,
aulacorhynchus derbianus,chttou3,
aulacorhynchus haematopygus,crrtou1,
aulacorhynchus huallagae,yebtou1,
aulacorhynchus prasinus,noremt1,
aulacorhynchus sulcatus,grbtou1,
aulacorhynchus wagleri,noremt1,
aulacorhynchus whitelianus,chttou2,
auriparus flaviceps,verdin,
automolus exsertus,butfog4,
automolus infuscatus,obfgle3,
automolus lammi,perfog1,
automolus leucophthalmus,wefgle1,
automolus melanopezus,brfgle1,
automolus ochrolaemus,btfgle1,
automolus paraensis,parfog1,
automolus rufipileatus,ccfgle2,
automolus subulatus,strwoo1,
automolus virgatus,strwoo1,
aviceda cuculoides,afrcuh1,
aviceda jerdoni,jerbaz1,
aviceda leuphotes,blabaz1,
aviceda madagascariensis,madcuh1,
aviceda subcristata,pacbaz1,
avocettula recurvirostris,fitawl1,
aythya affinis,lessca,
aythya americana,redhea,
aythya australis,wheduc1,
aythya baeri,baepoc1,
aythya collaris,rinduc,
aythya ferina,compoc,
aythya fuligula,tufduc,
aythya innotata,madpoc1,
aythya marila,gresca,
aythya novaeseelandiae,nezsca1,
aythya nyroca,ferduc,
aythya valisineria,canvas,
baeolophus atricristatus,blctit4,
baeolophus bicolor,tuftit,
baeolophus inornatus,oaktit,
baeolophus ridgwayi,juntit1,
baeolophus wollweberi,britit,
baeopogon clamans,sjogre1,
baeopogon indicator,hongre1,
balaeniceps rex,shoebi1,
balearica pavonina,blccra1,
balearica regulorum,grccra1,
bambusicola fytchii,mobpar1,
bambusicola sonorivox,taibap1,
bambusicola thoracicus,chbpar3,
bangsia arcaei,bagtan1,
bangsia aureocincta,gortan1,
bangsia edwardsi,mobtan1,
bangsia flavovirens,ygbtan1,
bangsia melanochlamys,bagtan2,
bangsia rothschildi,goctan1,
barnardius zonarius,polpar1,
bartramia longicauda,uplsan,
baryphthengus martii,rufmot1,
baryphthengus ruficapillus,rucmot2,
basileuterus belli,gobwar1,
basileuterus culicivorus,gcrwar,
basileuterus delattrii,rucwar4,
basileuterus ignotus,pirwar1,
basileuterus lachrymosus,fatwar,
basileuterus melanogenys,blcwar1,
basileuterus melanotis,thswar5,
basileuterus punctipectus,thswar1,
basileuterus rufifrons,rucwar,
basileuterus tacarcunae,thswar9,
basileuterus trifasciatus,thbwar2,
basileuterus tristriatus,thswar1,
basilinna leucotis,whehum,
basilinna xantusii,xanhum,
basilornis celebensis,sulmyn1,
basilornis corythaix,locmyn1,
basilornis galeatus,helmyn1,
batara cinerea,giaant2,
bathilda ruficauda,stafin1,
bathmocercus cerviniventris,bkcruw1,
bathmocercus rufus,bkfruw1,
batis capensis,capbat1,
batis crypta,darbat1,
batis diops,ruwbat1,
batis erlangeri,bkhbat1,
batis fratrum,woobat1,
batis ituriensis,itubat1,
batis margaritae,boubat1,
batis minima,verbat1,
batis minor,bkhbat2,
batis minulla,angbat1,
batis mixta,shtbat1,
batis molitor,chibat1,
batis occulta,weabat1,
batis orientalis,gyhbat1,
batis perkeo,pygbat1,
batis poensis,fepbat1,
batis pririt,pribat1,
batis reichenowi,shtbat1,
batis senegalensis,senbat1,
batis soror,palbat1,
batrachostomus affinis,javfro2,
batrachostomus auritus,larfro1,
batrachostomus chaseni,palfro1,
batrachostomus cornutus,sunfro1,
batrachostomus harterti,dulfro1,
batrachostomus hodgsoni,hodfro1,
batrachostomus javensis,javfro3,
batrachostomus mixtus,shtfro2,
batrachostomus moniliger,ceyfro1,
batrachostomus poliolophus,shtfro3,
batrachostomus septimus,phifro1,
batrachostomus stellatus,goufro1,
berenicornis comatus,whchor2,
berlepschia rikeri,potpal1,
bermuteo avivorus,berhaw1,
bernieria madagascariensis,lobber1,
bias musicus,bawfly1,
biatas nigropectus,whbant2,
biziura lobata,musduc1,
bleda canicapillus,gyhbri1,
bleda eximius,gntbri1,
bleda notatus,lesbri2,
bleda syndactylus,combri2,
bleda ugandae,lesbri2,
blythipicus pyrrhotis,baywoo1,
blythipicus rubiginosus,marwoo1,
bocagia minuta,martch2,
boissonneaua flavescens,butcor1,
boissonneaua jardini,vepcor1,
boissonneaua matthewsii,chbcor1,
bolbopsittacus lunulatus,guaiab1,
bolborhynchus ferrugineifrons,rufpar1,
bolborhynchus lineola,barpar1,
bolborhynchus orbygnesius,andpar1,
bolemoreus frenatus,brihon1,
bolemoreus hindwoodi,eunhon1,
bombycilla cedrorum,cedwax,
bombycilla garrulus,bohwax,
bombycilla japonica,japwax1,
bonasa umbellus,rufgro,
bostrychia bocagei,oliibi3,
bostrychia carunculata,watibi1,
bostrychia hagedash,hadibi1,
bostrychia olivacea,oliibi2,
bostrychia rara,spbibi1,
botaurus lentiginosus,amebit,
botaurus pinnatus,pinbit1,
botaurus poiciloptilus,ausbit1,
botaurus stellaris,grebit1,
brachycope anomala,botwea1,
brachygalba albogularis,whtjac1,
brachygalba goeringi,pahjac1,
brachygalba lugubris,brojac2,
brachygalba salmoni,dubjac1,
brachypodius fuscoflavescens,andbul1,
brachypodius melanocephalos,blhbul1,
brachypodius nieuwenhuisii,blwbul1,
brachypodius priocephalus,gyhbul1,
brachypteracias leptosomus,slgrol1,
brachypteryx cruralis,whbsho4,
brachypteryx goodfellowi,whbsho6,
brachypteryx hyperythra,rubsho1,
brachypteryx leucophris,lessho1,
brachypteryx montana,whbsho12,
brachypteryx sinensis,whbsho5,
brachyramphus brevirostris,kitmur,
brachyramphus marmoratus,marmur,
brachyramphus perdix,lobmur,
bradypterus baboecala,afbwar1,
bradypterus bangwaensis,banscw1,
bradypterus barratti,afswar1,
bradypterus brunneus,bretai1,
bradypterus carpalis,wwswar1,
bradypterus centralis,hirwar2,
bradypterus cinnamomeus,cibwar1,
bradypterus grandis,jrswar1,
bradypterus graueri,grswar1,
bradypterus lopezi,camscw1,
bradypterus seebohmi,gryemt1,
bradypterus sylvaticus,knswar1,
branta bernicla,brant,
branta canadensis,cangoo,
branta hutchinsii,cacgoo1,
branta leucopsis,bargoo,
branta ruficollis,rebgoo1,
branta sandvicensis,hawgoo,
brotogeris chiriri,yecpar,
brotogeris chrysoptera,gowpar2,
brotogeris cyanoptera,cowpar1,
brotogeris jugularis,orcpar,
brotogeris pyrrhoptera,gycpar1,
brotogeris sanctithomae,tuipar1,
brotogeris tirica,plapar1,
brotogeris versicolurus,whwpar,
brunhilda charmosyna,rerwax1,
brunhilda erythronotos,blcwax1,
bubalornis albirostris,wbbwea1,
bubalornis niger,rbbwea1,
bubo africanus,spoeao2,
bubo ascalaphus,pheowl1,
bubo bengalensis,roeowl1,
bubo blakistoni,blfowl1,
bubo bubo,eueowl1,
bubo capensis,caeowl1,
bubo cinerascens,graeao1,
bubo coromandus,dueowl1,
bubo lacteus,veeowl1,
bubo leucostictus,akeowl1,
bubo magellanicus,grhowl,
bubo milesi,speowl2,
bubo nipalensis,sbeowl1,
bubo philippensis,pheowl2,
bubo poensis,freowl1,
bubo scandiacus,snoowl1,
bubo shelleyi,sheowl1,
bubo sumatranus,baeowl1,
bubo virginianus,grhowl,
bubulcus coromandus,categr,
bubulcus ibis,categr,
bucanetes githagineus,trufin2,
bucanetes mongolicus,monfin2,
buccanodon duchaillui,yesbar1,
bucco capensis,colpuf1,
bucco macrodactylus,chcpuf1,
bucco noanamae,socpuf1,
bucco tamatia,spopuf1,
bucephala albeola,buffle,
bucephala clangula,comgol,
bucephala islandica,bargol,
buceros bicornis,grehor1,
buceros hydrocorax,rufhor1,
buceros rhinoceros,rhihor1,
bucorvus abyssinicus,noghor1,
bucorvus leadbeateri,soghor1,
bulweria bifax,sshpet1,
bulweria bulwerii,bulpet,
bulweria fallax,joupet,
buphagus africanus,yeboxp1,
buphagus erythrorynchus,reboxp1,
burhinus bistriatus,dstkne,
burhinus capensis,sptkne1,
burhinus grallarius,butkne1,
burhinus indicus,indthk1,
burhinus oedicnemus,eutkne1,
burhinus senegalensis,setkne1,
burhinus superciliaris,petkne1,
burhinus vermiculatus,watkne1,
busarellus nigricollis,blchaw1,
butastur indicus,gyfbuz1,
butastur liventer,ruwbuz1,
butastur rufipennis,grabuz1,
butastur teesa,whebuz1,
buteo albigula,whthaw1,
buteo albonotatus,zothaw,
buteo archeri,arcbuz1,
buteo augur,augbuz1,
buteo auguralis,renbuz1,
buteo bannermani,combuz4,
buteo brachypterus,madbuz1,
buteo brachyurus,shthaw,
buteo buteo,combuz1,
buteo galapagoensis,galhaw1,
buteo hemilasius,uplbuz1,
buteo jamaicensis,rethaw,
buteo japonicus,combuz6,
buteo lagopus,rolhaw,
buteo lineatus,reshaw,
buteo nitidus,gryhaw3,
buteo oreophilus,moubuz2,
buteo plagiatus,gryhaw2,
buteo platypterus,brwhaw,
buteo refectus,combuz9,
buteo regalis,ferhaw,
buteo ridgwayi,ridhaw1,
buteo rufinus,lolbuz1,
buteo rufofuscus,jacbuz1,
buteo socotraensis,socbuz1,
buteo solitarius,hawhaw,
buteo swainsoni,swahaw,
buteo trizonatus,moubuz3,
buteo ventralis,ruthaw1,
buteogallus aequinoctialis,ruchaw1,
buteogallus anthracinus,comblh1,
buteogallus coronatus,croeag1,
buteogallus gundlachii,cubblh1,
buteogallus lacernulatus,whnhaw2,
buteogallus meridionalis,savhaw1,
buteogallus schistaceus,slchaw2,
buteogallus solitarius,soleag1,
buteogallus urubitinga,grbhaw1,
buthraupis montana,homtan1,
butorides striata,strher,
butorides sundevalli,strher,
butorides virescens,grnher,
bycanistes albotibialis,whthor1,
bycanistes brevis,sichor1,
bycanistes bucinator,truhor1,
bycanistes cylindricus,bnchor1,
bycanistes fistulator,piphor1,
bycanistes subcylindricus,bawhor2,
cabalus lafresnayanus,necrai1,
cabalus modestus,chirai1,
cacatua alba,whicoc1,
cacatua ducorpsii,duccoc1,
cacatua galerita,succoc,
cacatua goffiniana,tancoc1,
cacatua haematuropygia,phicoc1,
cacatua moluccensis,saccoc,
cacatua ophthalmica,blecoc1,
cacatua pastinator,wescor1,
cacatua sanguinea,litcor2,
cacatua sulphurea,yeccoc1,
cacatua tenuirostris,lobcor1,
cacicus cela,yercac1,
cacicus chrysonotus,moucac1,
cacicus chrysopterus,gowcac1,
cacicus haemorrhous,rercac1,
cacicus koepckeae,selcac1,
cacicus latirostris,batoro1,
cacicus leucoramphus,moucac1,
cacicus microrhynchus,scrcac1,
cacicus oseryi,casoro2,
cacicus sclateri,ecucac1,
cacicus solitarius,sobcac1,
cacicus uropygialis,scrcac1,
cacomantis aeruginosus,molcuc1,
cacomantis castaneiventris,chbcuc3,
cacomantis flabelliformis,fatcuc1,
cacomantis leucolophus,whckoe1,
cacomantis merulinus,placuc1,
cacomantis pallidus,palcuc1,
cacomantis passerinus,placuc3,
cacomantis sepulcralis,brucuc1,
cacomantis sonneratii,babcuc2,
cacomantis variolosus,brucuc1,
cairina moschata,musduc,
calamanthus campestris,ruffie2,
calamanthus fuliginosus,strfie1,
calamanthus montanellus,ruffie3,
calamonastes fasciolatus,bawwar1,
calamonastes simplex,grywrw1,
calamonastes stierlingi,miowrw3,
calamonastes undosus,miowrw2,
calamonastides gracilirostris,paywar1,
calamornis heudei,reepar3,
calamospiza melanocorys,larbun,
calandrella acutirostris,humlar1,
calandrella blanfordi,blalar2,
calandrella brachydactyla,gstlar1,
calandrella cinerea,reclar1,
calandrella dukhunensis,sstlar4,
calandrella eremica,blalar4,
calcarius lapponicus,laplon,
calcarius ornatus,chclon,
calcarius pictus,smilon,
calendulauda africanoides,faclar2,
calendulauda albescens,karlar2,
calendulauda alopex,foxlar1,
calendulauda barlowi,barlar1,
calendulauda burra,ferlar2,
calendulauda erythrochlamys,dunlar3,
calendulauda poecilosterna,piblar3,
calendulauda sabota,sablar2,
calicalicus madagascariensis,retvan1,
calicalicus rufocarpalis,resvan1,
calidris acuminata,shtsan,
calidris alba,sander,
calidris alpina,dunlin,
calidris bairdii,baisan,
calidris canutus,redkno,
calidris falcinellus,brbsan,
calidris ferruginea,cursan,
calidris fuscicollis,whrsan,
calidris himantopus,stisan,
calidris maritima,pursan,
calidris mauri,wessan,
calidris melanotos,pecsan,
calidris minuta,litsti,
calidris minutilla,leasan,
calidris ptilocnemis,rocsan,
calidris pugnax,ruff,
calidris pusilla,semsan,
calidris pygmaea,spbsan1,
calidris ruficollis,rensti,
calidris subminuta,lotsti,
calidris subruficollis,bubsan,
calidris temminckii,temsti,
calidris tenuirostris,grekno,
calidris virgata,surfbi,
caligavis chrysops,yefhon1,
caligavis obscura,obshon1,
caligavis subfrenata,blthon1,
callacanthis burtoni,spefin1,
callaeas cinereus,kokako4,
callaeas wilsoni,kokako3,
calliope calliope,sibrub,
calliope obscura,btbrob1,
calliope pectardens,fireth1,
calliope pectoralis,himrub1,
calliope tschebaiewi,chirub1,
callipepla californica,calqua,
callipepla douglasii,elequa,
callipepla gambelii,gamqua,
callipepla squamata,scaqua,
calliphlox amethystina,amewoo1,
callocephalon fimbriatum,gagcoc1,
callonetta leucophrys,rintea1,
calochaetes coccineus,vertan1,
calocitta colliei,btmjay,
calocitta formosa,wtmjay1,
caloenas maculata,spgpig1,
caloenas nicobarica,nicpig1,
calonectris borealis,corshe,
calonectris diomedea,corshe,
calonectris edwardsii,cavshe1,
calonectris leucomelas,strshe,
caloperdix oculeus,ferpar2,
caloramphus fuliginosus,brnbar2,
caloramphus hayii,soobar2,
calothorax lucifer,luchum,
calothorax pulcher,beahum1,
calypte anna,annhum,
calypte costae,coshum,
calyptocichla serinus,golgre1,
calyptomena hosii,hosbro1,
calyptomena viridis,grebro1,
calyptomena whiteheadi,whibro1,
calyptophilus frugivorus,eactan1,
calyptophilus tertius,wectan1,
calyptorhynchus banksii,rtbcoc1,
calyptorhynchus lathami,glbcoc1,
calyptura cristata,kincal1,
camarhynchus heliobates,manfin1,
camarhynchus pallidus,woofin1,
camarhynchus parvulus,smtfin1,
camarhynchus pauper,metfin1,
camarhynchus psittacula,latfin1,
camaroptera brachyura,grbcam1,
camaroptera brevicaudata,grbcam1,
camaroptera chloronota,olgcam1,
camaroptera harterti,gnbcam3,
camaroptera superciliaris,yebcam1,
campephaga flava,blkcus1,
campephaga petiti,petcus1,
campephaga phoenicea,rescus1,
campephaga quiscalina,putcus1,
campephilus gayaquilensis,guawoo2,
campephilus guatemalensis,pabwoo1,
campephilus haematogaster,crbwoo1,
campephilus imperialis,impwoo1,
campephilus leucopogon,crbwoo2,
campephilus magellanicus,magwoo1,
campephilus melanoleucos,crcwoo1,
campephilus pollens,powwoo1,
campephilus principalis,ivbwoo,
campephilus robustus,robwoo1,
campephilus rubricollis,renwoo1,
campethera abingoni,gotwoo1,
campethera bennettii,benwoo1,
campethera cailliautii,grbwoo2,
campethera maculosa,ligwoo1,
campethera mombassica,momwoo1,
campethera notata,knywoo1,
campethera nubica,nubwoo1,
campethera punctuligera,fiswoo1,
campethera scriptoricauda,reiwoo1,
campethera taeniolaema,tulwoo1,
campethera tullbergi,tulwoo1,
campicoloides bifasciatus,busbus1,
campochaera sloetii,golcus1,
campocolinus albogularis,whtfra2,
campocolinus coqui,coqfra2,
campocolinus schlegelii,schfra2,
camptorhynchus labradorius,labduc,
camptostoma imberbe,nobtyr,
camptostoma obsoletum,sobtyr1,
campylopterus calcirupicola,gybsab4,
campylopterus diamantinensis,gybsab5,
campylopterus duidae,bubsab1,
campylopterus ensipennis,whtsab1,
campylopterus falcatus,lazsab1,
campylopterus hemileucurus,viosab1,
campylopterus hyperythrus,rubsab1,
campylopterus largipennis,gybsab1,
campylopterus phainopeplus,samsab1,
