TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
23372,species,retswa2,Red-throated Swallow,Petrochelidon rufigula,Passeriformes,Hirundinidae (Swallows),,
23373,species,preswa2,Preuss's Swallow,Petrochelidon preussi,Passeriformes,Hirundinidae (Swallows),,
23374,species,resswa2,Red Sea Swallow,Petrochelidon perdita,Passeriformes,Hirundinidae (Swallows),,
23375,species,soaswa2,South African Swallow,Petrochelidon spilodera,Passeriformes,Hirundinidae (Swallows),,
23376,species,sttswa2,Streak-throated Swallow,Petrochelidon fluvicola,Passeriformes,Hirundinidae (Swallows),,
23377,species,faimar2,Fairy Martin,Petrochelidon ariel,Passeriformes,Hirundinidae (Swallows),,
23378,species,tremar2,Tree Martin,Petrochelidon nigricans,Passeriformes,Hirundinidae (Swallows),,
23382,slash,y00900,Fairy/Tree Martin,Petrochelidon ariel/nigricans,Passeriformes,Hirundinidae (Swallows),,
23383,species,cliswa,Cliff Swallow,Petrochelidon pyrrhonota,Passeriformes,Hirundinidae (Swallows),,
23384,issf,cliswa2,Cliff Swallow (pyrrhonota Group),Petrochelidon pyrrhonota [pyrrhonota Group],Passeriformes,Hirundinidae (Swallows),,cliswa
23388,issf,cliswa3,Cliff Swallow (melanogaster),Petrochelidon pyrrhonota melanogaster,Passeriformes,Hirundinidae (Swallows),,cliswa
23389,hybrid,x00717,Barn x Cliff Swallow (hybrid),Hirundo rustica x Petrochelidon pyrrhonota,Passeriformes,Hirundinidae (Swallows),,
23390,hybrid,x00661,Violet-green x Cliff Swallow (hybrid),Tachycineta thalassina x Petrochelidon pyrrhonota,Passeriformes,Hirundinidae (Swallows),,
23391,species,cavswa,Cave Swallow,Petrochelidon fulva,Passeriformes,Hirundinidae (Swallows),,
23392,issf,cavswa2,Cave Swallow (Caribbean),Petrochelidon fulva [fulva Group],Passeriformes,Hirundinidae (Swallows),,cavswa
23397,issf,cavswa3,Cave Swallow (Texas),Petrochelidon fulva pallida,Passeriformes,Hirundinidae (Swallows),,cavswa
23398,issf,cavswa4,Cave Swallow (Yucatan),Petrochelidon fulva citata,Passeriformes,Hirundinidae (Swallows),,cavswa
23399,hybrid,x00660,Barn x Cave Swallow (hybrid),Hirundo rustica x Petrochelidon fulva,Passeriformes,Hirundinidae (Swallows),,
23400,hybrid,x00892,Cliff x Cave Swallow (hybrid),Petrochelidon pyrrhonota x fulva,Passeriformes,Hirundinidae (Swallows),,
23401,slash,y00604,Cliff/Cave Swallow,Petrochelidon pyrrhonota/fulva,Passeriformes,Hirundinidae (Swallows),,
23402,species,chcswa2,Chestnut-collared Swallow,Petrochelidon rufocollaris,Passeriformes,Hirundinidae (Swallows),,
23405,slash,y00809,Cliff/Chestnut-collared Swallow,Petrochelidon pyrrhonota/rufocollaris,Passeriformes,Hirundinidae (Swallows),,
23406,spuh,petroc1,Petrochelidon sp.,Petrochelidon sp.,Passeriformes,Hirundinidae (Swallows),,
23407,species,forswa2,Forest Swallow,Atronanus fuliginosus,Passeriformes,Hirundinidae (Swallows),,
23408,species,cohmar1,Common House-Martin,Delichon urbicum,Passeriformes,Hirundinidae (Swallows),,
23409,issf,comhom1,Common House-Martin (Western),Delichon urbicum urbicum/meridionale,Passeriformes,Hirundinidae (Swallows),,cohmar1
23412,issf,comhom2,Common House-Martin (Eastern),Delichon urbicum lagopodum,Passeriformes,Hirundinidae (Swallows),,cohmar1
23413,hybrid,x00659,Barn Swallow x Common House-Martin (hybrid),Hirundo rustica x Delichon urbicum,Passeriformes,Hirundinidae (Swallows),,
23414,species,ashmar1,Asian House-Martin,Delichon dasypus,Passeriformes,Hirundinidae (Swallows),,
23418,slash,y00649,Common/Asian House-Martin,Delichon urbicum/dasypus,Passeriformes,Hirundinidae (Swallows),,
23419,species,nephom1,Nepal House-Martin,Delichon nipalense,Passeriformes,Hirundinidae (Swallows),,
23422,spuh,housem1,house-martin sp.,Delichon sp.,Passeriformes,Hirundinidae (Swallows),,
23423,species,sqtsaw1,Square-tailed Sawwing,Psalidoprocne nitens,Passeriformes,Hirundinidae (Swallows),,
23426,slash,y00901,Forest Swallow/Square-tailed Sawwing,Atronanus fuliginosus/Psalidoprocne nitens,Passeriformes,Hirundinidae (Swallows),,
23427,species,mousaw1,Mountain Sawwing,Psalidoprocne fuliginosa,Passeriformes,Hirundinidae (Swallows),,
23428,species,whhsaw1,White-headed Sawwing,Psalidoprocne albiceps,Passeriformes,Hirundinidae (Swallows),,
23429,issf,whhsaw2,White-headed Sawwing (White-headed),Psalidoprocne albiceps albiceps,Passeriformes,Hirundinidae (Swallows),,whhsaw1
23430,issf,whhsaw3,White-headed Sawwing (Dusky-throated),Psalidoprocne albiceps suffusa,Passeriformes,Hirundinidae (Swallows),,whhsaw1
23431,species,blksaw1,Black Sawwing,Psalidoprocne pristoptera,Passeriformes,Hirundinidae (Swallows),,
23444,species,fansaw1,Fanti Sawwing,Psalidoprocne obscura,Passeriformes,Hirundinidae (Swallows),,
23445,spuh,sawwin1,sawwing sp.,Psalidoprocne sp.,Passeriformes,Hirundinidae (Swallows),,
23446,species,gyrswa1,Gray-rumped Swallow,Pseudhirundo griseopyga,Passeriformes,Hirundinidae (Swallows),,
23449,species,whbswa3,White-backed Swallow,Cheramoeca leucosterna,Passeriformes,Hirundinidae (Swallows),,
23450,spuh,swallo,swallow sp.,Hirundinidae sp.,Passeriformes,Hirundinidae (Swallows),,
23451,species,somgre1,Sombre Greenbul,Andropadus importunus,Passeriformes,Pycnonotidae (Bulbuls),Bulbuls,
23456,species,slbgre1,Slender-billed Greenbul,Stelgidillas gracilirostris,Passeriformes,Pycnonotidae (Bulbuls),,
23459,species,golgre1,Golden Greenbul,Calyptocichla serinus,Passeriformes,Pycnonotidae (Bulbuls),,
23460,species,blcbul1,Black-collared Bulbul,Neolestes torquatus,Passeriformes,Pycnonotidae (Bulbuls),,
23461,species,combri2,Red-tailed Bristlebill,Bleda syndactylus,Passeriformes,Pycnonotidae (Bulbuls),,
23465,species,gntbri1,Green-tailed Bristlebill,Bleda eximius,Passeriformes,Pycnonotidae (Bulbuls),,
23466,species,lesbri2,Lesser Bristlebill,Bleda notatus,Passeriformes,Pycnonotidae (Bulbuls),,
23467,issf,lesbri1,Lesser Bristlebill (Brown-eyed),Bleda notatus notatus,Passeriformes,Pycnonotidae (Bulbuls),,lesbri2
23468,issf,lesbri3,Lesser Bristlebill (Yellow-eyed),Bleda notatus ugandae,Passeriformes,Pycnonotidae (Bulbuls),,lesbri2
23469,species,gyhbri1,Gray-headed Bristlebill,Bleda canicapillus,Passeriformes,Pycnonotidae (Bulbuls),,
23470,spuh,bristl1,bristlebill sp.,Bleda sp.,Passeriformes,Pycnonotidae (Bulbuls),,
23471,species,camgre2,Cameroon Mountain Greenbul,Arizelocichla montana,Passeriformes,Pycnonotidae (Bulbuls),,
23472,species,shegre1,Shelley's Greenbul,Arizelocichla masukuensis,Passeriformes,Pycnonotidae (Bulbuls),,
23473,issf,shebul1,Shelley's Greenbul (Kakamega),Arizelocichla masukuensis kakamegae/kungwensis,Passeriformes,Pycnonotidae (Bulbuls),,shegre1
23476,issf,shegre2,Shelley's Greenbul (Shelley's),Arizelocichla masukuensis masukuensis/roehli,Passeriformes,Pycnonotidae (Bulbuls),,shegre1
23479,species,wesmog1,Western Mountain Greenbul,Arizelocichla tephrolaema,Passeriformes,Pycnonotidae (Bulbuls),,
23482,species,easmog1,Eastern Mountain Greenbul,Arizelocichla nigriceps,Passeriformes,Pycnonotidae (Bulbuls),,
23483,issf,easmog5,Eastern Mountain Greenbul (Olive-breasted),Arizelocichla nigriceps kikuyuensis,Passeriformes,Pycnonotidae (Bulbuls),,easmog1
23484,issf,easmog2,Eastern Mountain Greenbul (Mountain),Arizelocichla nigriceps nigriceps/usambarae,Passeriformes,Pycnonotidae (Bulbuls),,easmog1
23487,species,easmog6,Uluguru Mountain Greenbul,Arizelocichla neumanni,Passeriformes,Pycnonotidae (Bulbuls),,
23488,species,easmog3,Yellow-throated Mountain Greenbul,Arizelocichla chlorigula,Passeriformes,Pycnonotidae (Bulbuls),,
23489,species,easmog4,Black-browed Mountain Greenbul,Arizelocichla fusciceps,Passeriformes,Pycnonotidae (Bulbuls),,
23490,species,stcgre1,Stripe-cheeked Greenbul,Arizelocichla milanjensis,Passeriformes,Pycnonotidae (Bulbuls),,
23491,issf,stcgre4,Stripe-cheeked Greenbul (Stripe-faced),Arizelocichla milanjensis striifacies,Passeriformes,Pycnonotidae (Bulbuls),,stcgre1
23492,issf,stcgre3,Stripe-cheeked Greenbul (Olive-headed),Arizelocichla milanjensis olivaceiceps,Passeriformes,Pycnonotidae (Bulbuls),,stcgre1
23493,issf,stcgre2,Stripe-cheeked Greenbul (Stripe-cheeked),Arizelocichla milanjensis milanjensis,Passeriformes,Pycnonotidae (Bulbuls),,stcgre1
23494,spuh,arizel1,Arizelocichla sp.,Arizelocichla sp.,Passeriformes,Pycnonotidae (Bulbuls),,
23495,species,simgre1,Simple Greenbul,Chlorocichla simplex,Passeriformes,Pycnonotidae (Bulbuls),,
23496,species,yengre1,Yellow-necked Greenbul,Chlorocichla falkensteini,Passeriformes,Pycnonotidae (Bulbuls),,
23499,species,yebgre1,Yellow-bellied Greenbul,Chlorocichla flaviventris,Passeriformes,Pycnonotidae (Bulbuls),,
23503,species,joygre1,Joyful Greenbul,Chlorocichla laetissima,Passeriformes,Pycnonotidae (Bulbuls),,
23506,species,prigre1,Prigogine's Greenbul,Chlorocichla prigoginei,Passeriformes,Pycnonotidae (Bulbuls),,
23507,species,hongre1,Honeyguide Greenbul,Baeopogon indicator,Passeriformes,Pycnonotidae (Bulbuls),,
23510,species,sjogre1,Sjöstedt's Greenbul,Baeopogon clamans,Passeriformes,Pycnonotidae (Bulbuls),,
23511,species,yetgre1,Yellow-throated Greenbul,Atimastillas flavicollis,Passeriformes,Pycnonotidae (Bulbuls),,
23512,issf,yetgre2,Yellow-throated Greenbul (flavicollis),Atimastillas flavicollis flavicollis,Passeriformes,Pycnonotidae (Bulbuls),,yetgre1
23513,issf,yetgre3,Yellow-throated Greenbul (soror),Atimastillas flavicollis soror,Passeriformes,Pycnonotidae (Bulbuls),,yetgre1
23514,issf,yetgre4,Yellow-throated Greenbul (flavigula),Atimastillas flavicollis flavigula,Passeriformes,Pycnonotidae (Bulbuls),,yetgre1
23515,species,spogre1,Spotted Greenbul,Ixonotus guttatus,Passeriformes,Pycnonotidae (Bulbuls),,
23516,species,swagre1,Swamp Greenbul,Thescelocichla leucopleura,Passeriformes,Pycnonotidae (Bulbuls),,
23517,species,retgre1,Red-tailed Greenbul,Criniger calurus,Passeriformes,Pycnonotidae (Bulbuls),,
23521,species,wesbeg1,Western Bearded-Greenbul,Criniger barbatus,Passeriformes,Pycnonotidae (Bulbuls),,
23524,species,easbeg1,Eastern Bearded-Greenbul,Criniger chloronotus,Passeriformes,Pycnonotidae (Bulbuls),,
23525,species,yebgre3,Yellow-bearded Greenbul,Criniger olivaceus,Passeriformes,Pycnonotidae (Bulbuls),,
23526,species,whbgre1,White-bearded Greenbul,Criniger ndussumensis,Passeriformes,Pycnonotidae (Bulbuls),,
23527,slash,y00904,Red-tailed/White-bearded Greenbul,Criniger calurus/ndussumensis,Passeriformes,Pycnonotidae (Bulbuls),,
23528,spuh,crinig1,Criniger sp.,Criniger sp.,Passeriformes,Pycnonotidae (Bulbuls),,
23529,species,grygre1,Gray Greenbul,Eurillas gracilis,Passeriformes,Pycnonotidae (Bulbuls),,
23533,species,ansgre1,Ansorge's Greenbul,Eurillas ansorgei,Passeriformes,Pycnonotidae (Bulbuls),,
23536,species,plagre2,Plain Greenbul,Eurillas curvirostris,Passeriformes,Pycnonotidae (Bulbuls),,
23537,issf,plagre1,Plain Greenbul (leonina),Eurillas curvirostris leonina,Passeriformes,Pycnonotidae (Bulbuls),,plagre2
23538,issf,plagre3,Plain Greenbul (curvirostris),Eurillas curvirostris curvirostris,Passeriformes,Pycnonotidae (Bulbuls),,plagre2
23539,species,yewgre1,Yellow-whiskered Greenbul,Eurillas latirostris,Passeriformes,Pycnonotidae (Bulbuls),,
23542,species,litgre2,Little Greenbul,Eurillas virens,Passeriformes,Pycnonotidae (Bulbuls),,
23547,spuh,eurill1,Eurillas sp.,Eurillas sp.,Passeriformes,Pycnonotidae (Bulbuls),,
23548,species,leaflo1,Leaf-love,Phyllastrephus scandens,Passeriformes,Pycnonotidae (Bulbuls),,
23551,species,terbro1,Terrestrial Brownbul,Phyllastrephus terrestris,Passeriformes,Pycnonotidae (Bulbuls),,
23555,species,norbro1,Northern Brownbul,Phyllastrephus strepitans,Passeriformes,Pycnonotidae (Bulbuls),,
23556,species,paogre1,Pale-olive Greenbul,Phyllastrephus fulviventris,Passeriformes,Pycnonotidae (Bulbuls),,
23557,species,gyogre1,Gray-olive Greenbul,Phyllastrephus cerviniventris,Passeriformes,Pycnonotidae (Bulbuls),,
23558,species,baugre1,Baumann's Greenbul,Phyllastrephus baumanni,Passeriformes,Pycnonotidae (Bulbuls),,
23559,species,toogre1,Toro Olive-Greenbul,Phyllastrephus hypochloris,Passeriformes,Pycnonotidae (Bulbuls),,
23560,species,fisgre1,Fischer's Greenbul,Phyllastrephus fischeri,Passeriformes,Pycnonotidae (Bulbuls),,
23561,species,cabgre1,Cabanis's Greenbul,Phyllastrephus cabanisi,Passeriformes,Pycnonotidae (Bulbuls),,
23562,issf,cabgre3,Cabanis's Greenbul (Placid),Phyllastrephus cabanisi placidus,Passeriformes,Pycnonotidae (Bulbuls),,cabgre1
23563,issf,cabgre2,Cabanis's Greenbul (Cabanis's),Phyllastrephus cabanisi [cabanisi Group],Passeriformes,Pycnonotidae (Bulbuls),,cabgre1
23568,species,caogre1,Cameroon Olive-Greenbul,Phyllastrephus poensis,Passeriformes,Pycnonotidae (Bulbuls),,
23569,species,ictgre1,Icterine Greenbul,Phyllastrephus icterinus,Passeriformes,Pycnonotidae (Bulbuls),,
23570,species,sasgre1,Sassi's Greenbul,Phyllastrephus lorenzi,Passeriformes,Pycnonotidae (Bulbuls),,
23571,species,xavgre1,Xavier's Greenbul,Phyllastrephus xavieri,Passeriformes,Pycnonotidae (Bulbuls),,
23574,slash,y00905,Icterine/Xavier's Greenbul,Phyllastrephus icterinus/xavieri,Passeriformes,Pycnonotidae (Bulbuls),,
23575,species,whtgre2,White-throated Greenbul,Phyllastrephus albigularis,Passeriformes,Pycnonotidae (Bulbuls),,
23576,issf,whtgre1,White-throated Greenbul (White-throated),Phyllastrephus albigularis albigularis,Passeriformes,Pycnonotidae (Bulbuls),,whtgre2
23577,issf,whtgre4,White-throated Greenbul (Green-crowned),Phyllastrephus albigularis viridiceps,Passeriformes,Pycnonotidae (Bulbuls),,whtgre2
23578,species,yesbul1,Yellow-streaked Greenbul,Phyllastrephus flavostriatus,Passeriformes,Pycnonotidae (Bulbuls),,
23579,issf,yesgre2,Yellow-streaked Greenbul (Sharpe's),Phyllastrephus flavostriatus alfredi,Passeriformes,Pycnonotidae (Bulbuls),,yesbul1
23580,issf,yesgre1,Yellow-streaked Greenbul (Yellow-streaked),Phyllastrephus flavostriatus [flavostriatus Group],Passeriformes,Pycnonotidae (Bulbuls),,yesbul1
23588,species,gyhgre1,Gray-headed Greenbul,Phyllastrephus poliocephalus,Passeriformes,Pycnonotidae (Bulbuls),,
23589,species,tingre1,Tiny Greenbul,Phyllastrephus debilis,Passeriformes,Pycnonotidae (Bulbuls),,
23592,species,usabul1,Usambara Greenbul,Phyllastrephus albigula,Passeriformes,Pycnonotidae (Bulbuls),,
23593,spuh,phylla1,Phyllastrephus sp.,Phyllastrephus sp.,Passeriformes,Pycnonotidae (Bulbuls),,
23594,spuh,greenb1,greenbul sp.,Pycnonotidae sp. (greenbul sp.),Passeriformes,Pycnonotidae (Bulbuls),,
23595,species,bawbul2,Black-and-white Bulbul,Brachypodius melanoleucos,Passeriformes,Pycnonotidae (Bulbuls),,
23596,species,pubbul1,Puff-backed Bulbul,Brachypodius eutilotus,Passeriformes,Pycnonotidae (Bulbuls),,
23597,species,yewbul1,Yellow-wattled Bulbul,Brachypodius urostictus,Passeriformes,Pycnonotidae (Bulbuls),,
23603,species,gyhbul1,Gray-headed Bulbul,Brachypodius priocephalus,Passeriformes,Pycnonotidae (Bulbuls),,
23604,species,blhbul1,Black-headed Bulbul,Brachypodius melanocephalos,Passeriformes,Pycnonotidae (Bulbuls),,
23609,species,andbul1,Andaman Bulbul,Brachypodius fuscoflavescens,Passeriformes,Pycnonotidae (Bulbuls),,
23610,species,spebul1,Spectacled Bulbul,Rubigula erythropthalmos,Passeriformes,Pycnonotidae (Bulbuls),,
23613,species,gybbul1,Gray-bellied Bulbul,Rubigula cyaniventris,Passeriformes,Pycnonotidae (Bulbuls),,
23616,species,scbbul1,Scaly-breasted Bulbul,Rubigula squamata,Passeriformes,Pycnonotidae (Bulbuls),,
23620,species,blcbul2,Black-crested Bulbul,Rubigula flaviventris,Passeriformes,Pycnonotidae (Bulbuls),,
23629,species,bkcbul1,Flame-throated Bulbul,Rubigula gularis,Passeriformes,Pycnonotidae (Bulbuls),,
23630,species,bkcbul2,Black-capped Bulbul,Rubigula melanicterus,Passeriformes,Pycnonotidae (Bulbuls),,
23631,species,bkcbul3,Ruby-throated Bulbul,Rubigula dispar,Passeriformes,Pycnonotidae (Bulbuls),,
23632,species,bkcbul4,Bornean Bulbul,Rubigula montis,Passeriformes,Pycnonotidae (Bulbuls),,
23633,species,bafbul1,Bare-faced Bulbul,Nok hualon,Passeriformes,Pycnonotidae (Bulbuls),,
23634,species,crefin1,Crested Finchbill,Spizixos canifrons,Passeriformes,Pycnonotidae (Bulbuls),,
23637,species,colfin1,Collared Finchbill,Spizixos semitorques,Passeriformes,Pycnonotidae (Bulbuls),,
23640,species,sthbul1,Straw-headed Bulbul,Pycnonotus zeylanicus,Passeriformes,Pycnonotidae (Bulbuls),,
23641,species,strbul2,Striated Bulbul,Pycnonotus striatus,Passeriformes,Pycnonotidae (Bulbuls),,
23645,species,crsbul1,Cream-striped Bulbul,Pycnonotus leucogrammicus,Passeriformes,Pycnonotidae (Bulbuls),,
23646,species,spnbul1,Spot-necked Bulbul,Pycnonotus tympanistrigus,Passeriformes,Pycnonotidae (Bulbuls),,
23647,species,stybul1,Styan's Bulbul,Pycnonotus taivanus,Passeriformes,Pycnonotidae (Bulbuls),,
23648,species,revbul,Red-vented Bulbul,Pycnonotus cafer,Passeriformes,Pycnonotidae (Bulbuls),,
23658,species,rewbul,Red-whiskered Bulbul,Pycnonotus jocosus,Passeriformes,Pycnonotidae (Bulbuls),,
23668,slash,y00810,Red-vented/Red-whiskered Bulbul,Pycnonotus cafer/jocosus,Passeriformes,Pycnonotidae (Bulbuls),,
23669,species,brbbul1,Brown-breasted Bulbul,Pycnonotus xanthorrhous,Passeriformes,Pycnonotidae (Bulbuls),,
23672,species,livbul1,Light-vented Bulbul,Pycnonotus sinensis,Passeriformes,Pycnonotidae (Bulbuls),,
23673,issf,livbul2,Light-vented Bulbul (sinensis),Pycnonotus sinensis sinensis,Passeriformes,Pycnonotidae (Bulbuls),,livbul1
23674,issf,livbul3,Light-vented Bulbul (hainanus),Pycnonotus sinensis hainanus,Passeriformes,Pycnonotidae (Bulbuls),,livbul1
23675,issf,livbul4,Light-vented Bulbul (formosae/orii),Pycnonotus sinensis formosae/orii,Passeriformes,Pycnonotidae (Bulbuls),,livbul1
23678,hybrid,x00744,Styan's x Light-vented Bulbul (hybrid),Pycnonotus taivanus x sinensis,Passeriformes,Pycnonotidae (Bulbuls),,
23679,slash,y00987,Styan's/Light-vented Bulbul,Pycnonotus taivanus/sinensis,Passeriformes,Pycnonotidae (Bulbuls),,
23680,species,combul2,Common Bulbul,Pycnonotus barbatus,Passeriformes,Pycnonotidae (Bulbuls),,
23681,issf,combul3,Common Bulbul (Common),Pycnonotus barbatus [barbatus Group],Passeriformes,Pycnonotidae (Bulbuls),,combul2
23687,issf,combul5,Common Bulbul (Somali),Pycnonotus barbatus somaliensis,Passeriformes,Pycnonotidae (Bulbuls),,combul2
23688,issf,combul4,Common Bulbul (Dodson's),Pycnonotus barbatus dodsoni,Passeriformes,Pycnonotidae (Bulbuls),,combul2
23689,issf,combul6,Common Bulbul (Dark-capped),Pycnonotus barbatus [tricolor Group],Passeriformes,Pycnonotidae (Bulbuls),,combul2
23693,species,blfbul1,Black-fronted Bulbul,Pycnonotus nigricans,Passeriformes,Pycnonotidae (Bulbuls),,
23696,species,capbul1,Cape Bulbul,Pycnonotus capensis,Passeriformes,Pycnonotidae (Bulbuls),,
23697,species,whsbul1,White-spectacled Bulbul,Pycnonotus xanthopygos,Passeriformes,Pycnonotidae (Bulbuls),,
23698,species,whebul1,White-eared Bulbul,Pycnonotus leucotis,Passeriformes,Pycnonotidae (Bulbuls),,
23702,species,whcbul2,Himalayan Bulbul,Pycnonotus leucogenys,Passeriformes,Pycnonotidae (Bulbuls),,
23703,species,sohbul1,Sooty-headed Bulbul,Pycnonotus aurigaster,Passeriformes,Pycnonotidae (Bulbuls),,
23713,hybrid,x00967,Red-vented x Sooty-headed Bulbul (hybrid),Pycnonotus cafer x aurigaster,Passeriformes,Pycnonotidae (Bulbuls),,
23714,species,blwbul1,Blue-wattled Bulbul,Pycnonotus nieuwenhuisii,Passeriformes,Pycnonotidae (Bulbuls),,
23717,species,orsbul2,Aceh Bulbul,Pycnonotus snouckaerti,Passeriformes,Pycnonotidae (Bulbuls),,
23718,species,orsbul3,Orange-spotted Bulbul,Pycnonotus bimaculatus,Passeriformes,Pycnonotidae (Bulbuls),,
23721,slash,orsbul1,Aceh/Orange-spotted Bulbul,Pycnonotus snouckaerti/bimaculatus,Passeriformes,Pycnonotidae (Bulbuls),,
23722,species,sttbul1,Stripe-throated Bulbul,Pycnonotus finlaysoni,Passeriformes,Pycnonotidae (Bulbuls),,
23723,issf,sttbul2,Stripe-throated Bulbul (Pale-eyed),Pycnonotus finlaysoni davisoni,Passeriformes,Pycnonotidae (Bulbuls),,sttbul1
23724,issf,sttbul3,Stripe-throated Bulbul (Stripe-throated),Pycnonotus finlaysoni finlaysoni/eous,Passeriformes,Pycnonotidae (Bulbuls),,sttbul1
23727,species,yetbul1,Yellow-throated Bulbul,Pycnonotus xantholaemus,Passeriformes,Pycnonotidae (Bulbuls),,
23728,species,yeebul1,Yellow-eared Bulbul,Pycnonotus penicillatus,Passeriformes,Pycnonotidae (Bulbuls),,
23729,species,flabul1,Flavescent Bulbul,Pycnonotus flavescens,Passeriformes,Pycnonotidae (Bulbuls),,
23730,issf,flabul2,Flavescent Bulbul (Flavescent),Pycnonotus flavescens [flavescens Group],Passeriformes,Pycnonotidae (Bulbuls),,flabul1
23734,issf,flabul3,Flavescent Bulbul (Pale-faced),Pycnonotus flavescens leucops,Passeriformes,Pycnonotidae (Bulbuls),,flabul1
23735,species,whbbul2,White-browed Bulbul,Pycnonotus luteolus,Passeriformes,Pycnonotidae (Bulbuls),,
23738,species,yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier,Passeriformes,Pycnonotidae (Bulbuls),,
23746,species,olwbul1,Olive-winged Bulbul,Pycnonotus plumosus,Passeriformes,Pycnonotidae (Bulbuls),,
23754,species,asfbul1,Ashy-fronted Bulbul,Pycnonotus cinereifrons,Passeriformes,Pycnonotidae (Bulbuls),,
23755,species,crebul1,Cream-eyed Bulbul,Pycnonotus pseudosimplex,Passeriformes,Pycnonotidae (Bulbuls),,
23756,species,ayebul1,Ayeyarwady Bulbul,Pycnonotus blanfordi,Passeriformes,Pycnonotidae (Bulbuls),,
23757,species,stebul2,Streak-eared Bulbul,Pycnonotus conradi,Passeriformes,Pycnonotidae (Bulbuls),,
23758,species,crvbul1,Cream-vented Bulbul,Pycnonotus simplex,Passeriformes,Pycnonotidae (Bulbuls),,
23759,issf,crvbul2,Cream-vented Bulbul (White-eyed),Pycnonotus simplex simplex/halizonus,Passeriformes,Pycnonotidae (Bulbuls),,crvbul1
23762,issf,crvbul3,Cream-vented Bulbul (Red-eyed),Pycnonotus simplex prillwitzi/perplexus,Passeriformes,Pycnonotidae (Bulbuls),,crvbul1
23765,slash,y01151,Cream-eyed/Cream-vented Bulbul,Pycnonotus pseudosimplex/simplex,Passeriformes,Pycnonotidae (Bulbuls),,
23766,species,reebul1,Red-eyed Bulbul,Pycnonotus brunneus,Passeriformes,Pycnonotidae (Bulbuls),,
23769,spuh,pycnon3,Pycnonotus sp.,Pycnonotus sp.,Passeriformes,Pycnonotidae (Bulbuls),,
23770,spuh,pycnon1,Brachypodius/Rubigula/Pycnonotus sp.,Brachypodius/Rubigula/Pycnonotus sp.,Passeriformes,Pycnonotidae (Bulbuls),,
23771,species,habbul1,Hairy-backed Bulbul,Tricholestes criniger,Passeriformes,Pycnonotidae (Bulbuls),,
23775,species,hobbul1,Hook-billed Bulbul,Setornis criniger,Passeriformes,Pycnonotidae (Bulbuls),,
23776,species,finbul1,Finsch's Bulbul,Alophoixus finschii,Passeriformes,Pycnonotidae (Bulbuls),,
23777,species,yebbul2,Yellow-bellied Bulbul,Alophoixus phaeocephalus,Passeriformes,Pycnonotidae (Bulbuls),,
23782,species,gytbul1,Gray-throated Bulbul,Alophoixus frater,Passeriformes,Pycnonotidae (Bulbuls),,
23783,species,gycbul2,Gray-cheeked Bulbul,Alophoixus tephrogenys,Passeriformes,Pycnonotidae (Bulbuls),,
23786,species,ochbul3,Penan Bulbul,Alophoixus ruficrissus,Passeriformes,Pycnonotidae (Bulbuls),,
23790,species,gycbul3,Brown-cheeked Bulbul,Alophoixus bres,Passeriformes,Pycnonotidae (Bulbuls),,
23793,species,whtbul1,White-throated Bulbul,Alophoixus flaveolus,Passeriformes,Pycnonotidae (Bulbuls),,
23796,species,ochbul2,Ochraceous Bulbul,Alophoixus ochraceus,Passeriformes,Pycnonotidae (Bulbuls),,
23803,species,putbul1,Puff-throated Bulbul,Alophoixus pallidus,Passeriformes,Pycnonotidae (Bulbuls),,
23804,issf,putbul2,Puff-throated Bulbul (Gray-crowned),Alophoixus pallidus griseiceps,Passeriformes,Pycnonotidae (Bulbuls),,putbul1
23805,issf,putbul3,Puff-throated Bulbul (Puff-throated),Alophoixus pallidus [pallidus Group],Passeriformes,Pycnonotidae (Bulbuls),,putbul1
23812,species,sangob1,Sangihe Golden-Bulbul,Alophoixus platenae,Passeriformes,Pycnonotidae (Bulbuls),,
23813,species,toggob1,Togian Golden-Bulbul,Alophoixus aureus,Passeriformes,Pycnonotidae (Bulbuls),,
23814,species,sulgob1,Sula Golden-Bulbul,Alophoixus longirostris,Passeriformes,Pycnonotidae (Bulbuls),,
23815,issf,sulgob2,Sula Golden-Bulbul (Banggai),Alophoixus longirostris harterti,Passeriformes,Pycnonotidae (Bulbuls),,sulgob1
23816,issf,sulgob3,Sula Golden-Bulbul (Sula),Alophoixus longirostris longirostris,Passeriformes,Pycnonotidae (Bulbuls),,sulgob1
23817,species,halgob1,Halmahera Golden-Bulbul,Alophoixus chloris,Passeriformes,Pycnonotidae (Bulbuls),,
23818,species,obigob1,Obi Golden-Bulbul,Alophoixus lucasi,Passeriformes,Pycnonotidae (Bulbuls),,
23819,species,golbul4,Buru Golden-Bulbul,Alophoixus mystacalis,Passeriformes,Pycnonotidae (Bulbuls),,
23820,species,golbul3,Seram Golden-Bulbul,Alophoixus affinis,Passeriformes,Pycnonotidae (Bulbuls),,
23823,species,subbul1,Sulphur-bellied Bulbul,Iole palawanensis,Passeriformes,Pycnonotidae (Bulbuls),,
23824,species,buvbul1,Buff-vented Bulbul,Iole crypta,Passeriformes,Pycnonotidae (Bulbuls),,
